Lat,Lon
48.1876,-122.1957
46.2191,-119.7935
47.1155,-118.3665
46.9542,-122.9353
46.6032,-122.9082
43.1756,-89.3247
44.9065,-91.8557
44.9628,-92.6797
43.7485,-88.4641
42.7156,-88.9836
42.8692,-87.9422
44.2955,-90.8294
44.4539,-87.9954
42.5272,-88.9801
42.7792,-87.9521
42.7258,-87.9561
44.9284,-90.3125
43.6773,-87.7586
43.3898,-89.47
43.7975,-90.0509
42.8715,-87.9444
44.963,-92.5611
44.914,-89.6487
43.4876,-89.498
44.2974,-88.2711
43.9587,-90.3813
44.7353,-88.4361
38.4547,-81.9351
38.4439,-81.8306
38.705,-80.6637
40.0692,-80.5672
38.7575,-81.6899
39.5391,-79.9939
41.3286,-105.6111
41.6756,-107.9829
41.7756,-107.2236
41.1589,-104.5219
41.3278,-110.4569
42.8521,-106.2699
41.0982,-104.8537
42.0873,-110.9479
41.2647,-110.9783
44.2771,-105.4953
41.7784,-107.309
41.6091,-109.231
41.3273,-105.611
41.3295,-105.6203
41.2691,-110.9414
41.0977,-104.8487
41.1362,-104.7072
31.1905,-101.4492
29.4369,-98.38
27.5298,-97.8426
29.5623,-98.0349
30.8113,-97.6109
27.6882,-99.464
29.6767,-98.1569
31.9969,-106.579
32.6571,-96.7515
29.7999,-95.2678
29.9989,-95.4278
26.3361,-98.143
27.6859,-99.4656
31.6618,-106.2391
33.5931,-101.8416
30.193,-95.1931
30.117,-93.82
31.4012,-103.4859
29.4468,-98.3616
31.0401,-104.8196
32.4617,-99.8725
31.508,-97.1457
29.7806,-95.952
33.8909,-98.483
35.1176,-101.907
29.7987,-95.0329
29.6536,-97.592
28.5213,-98.1848
33.0565,-97.4839
30.895,-96.6024
33.3448,-96.589
29.44,-98.3803
29.9822,-98.9021
32.2652,-101.49
29.0493,-96.504
29.7491,-98.0587
32.6902,-96.2444
29.7962,-95.0296
30.3567,-95.0906
32.4504,-95.2838
32.0796,-97.0544
31.999,-106.5811
33.8871,-98.4688
32.4419,-98.6949
30.4373,-95.4979
27.6837,-99.4615
31.9153,-102.2151
32.7428,-97.7425
33.1625,-95.2169
29.797,-95.3696
32.5869,-97.3189
32.6242,-96.6934
30.738,-95.5941
34.7232,-100.5343
31.036,-104.8295
31.3282,-94.6898
32.7272,-97.8252
32.5084,-95.6422
