Location ID,Name,Address,City,State,Zip Code,Latitude,Longitude,Pricing Provider,Network ID,Trimble_POI_Name,Contains,Trimble_StreetAddress,Trimble_City,Trimble_MAPS_State,Trimble_Zipcode
MS152     ,LOVES 595                     ,9240 COUNTY FARM RD           ,GULFPORT       ,MS,39503,30.4188,-89.1906,COMDATA   ,Loves                                   , @Love's #595, True,9240 County Farm Road,Gulfport,MS,39503
MS186     ,LOVES 639                     ,I-20 & LAKE NORRIS RD EXIT 96 ,LAKE           ,MS,39092,32.3224,-89.3425,COMDATA   ,Loves                                   , NOT FOUND, False,6038 Lake Norris Road,Lake,MS,39092
MS222     ,FLYING J 676                  ,9351 CANAL ROAD               ,GULFPORT       ,MS,39503,30.4208,-89.1377,COMDATA   ,Pilot                                   , @Flying J #676, True,Canal Road,Gulfport,MS,39503
MS224     ,FLYING J 677                  ,4740 BETHEL ROAD              ,OLIVE BRANCH   ,MS,38654,34.9287,-89.7931,COMDATA   ,Pilot                                   , @Flying J #677, True,11064 Business Center Drive,Olive Branch,MS,38654
MS228     ,FLYING J 678                  ,685 HIGHWAY 80 EAST           ,PEARL          ,MS,39208,32.2766,-90.1605,COMDATA   ,Pilot                                   , @Flying J #678, True,1250 US-80,Pearl,MS,39208
MS231     ,PILOT 261                     ,403 SW FRONTAGE RD            ,WINONA         ,MS,38967,33.4849,-89.7704,COMDATA   ,Pilot                                   , @Pilot Travel Center #261, True,Southwest Frontage Road,Winona,MS,38967
MS235     ,LOVES 619                     ,I-59 EXIT 29 @ MS HWY 26      ,POPLARVILLE    ,MS,39470,30.8472,-89.498,COMDATA   ,Loves                                   , @Love's #619, True,Zachary Taylor Parkway  (MS-26),Poplarville,MS,39470
MS270     ,LOVES 699                     ,HWY 49 & GOODWATER RD         ,MAGEE          ,MS,39111,31.8757,-89.7559,COMDATA   ,Loves                                   , @Love's #699, True,Goodwater Road Northwest,Magee,MS,39111
MS398     ,PILOT 586                     ,6705 HWY 63                   ,MOSS POINT     ,MS,39563,30.4383,-88.5292,COMDATA   ,Pilot                                   , @Pilot Travel Center #586, True,4835 Amaco Road,Moss Point,MS,39563
MS419     ,LOVES 677                     ,US HWY 45A & LAGOON RD        ,WEST POINT     ,MS,39773,33.5844,-88.6577,COMDATA   ,Loves                                   , NOT FOUND, False,Lagoon Road,West Point,MS,39773
MS440     ,LOVES 402                     ,11332 CEDAR LAKE ROAD         ,BILOXI         ,MS,39532,30.4436,-88.9342,COMDATA   ,Loves                                   , NOT FOUND, False,909 Cedar Lake Road,Biloxi,MS,39532
MS441     ,LOVES 420                     ,730 HIGHWAY 80 EAST           ,FLOWOOD        ,MS,39232,32.2781,-90.1578,COMDATA   ,Loves                                   , NOT FOUND, False,US-49,Pearl,MS,39208
MS555     ,PILOT 519                     ,510 EAST MAIN STREET          ,SENATOBIA      ,MS,38668,34.6204,-89.9534,COMDATA   ,Pilot                                   , @The Pantry #519, True,Norfleet Drive  (MS-4),Senatobia,MS,38668
MS667     ,LOVES 388                     ,"I-55/HWY 35, EXIT 246         ",BATESVILLE     ,MS,38606,34.3511,-89.9156,COMDATA   ,Loves                                   , @Love's #388, True,717 MS-35,Batesville,MS,38606
MS668     ,LOVES 393                     ,I-55/ AIRPORT-FERNWOOD RD     ,MCCOMB         ,MS,39648,31.1903,-90.4858,COMDATA   ,Loves                                   , @Love's #393, True,1122 Airport Fernwood Road,McComb,MS,39648
MS709     ,LOVES 343                     ,I-20 & I-59 EXIT 165          ,TOOMSUBA       ,MS,39364,32.4111,-88.5054,COMDATA   ,Loves                                   , @Love's #343, True,113 Will Garrett Road,Toomsuba,MS,39364
MS723     ,PILOT 388                     ,1555 TOMMY WEBB DR            ,MERIDIAN       ,MS,39307,32.3466,-88.7281,COMDATA   ,Pilot                                   , @Pilot Travel Center #388, True,1664 Tommy Webb Drive,Meridian,MS,39307
MS785     ,PILOT 174                     ,500 ST HWY 15 SOUTH           ,NEW ALBANY     ,MS,38652,34.4678,-89.0061,COMDATA   ,Pilot                                   , @Pilot Travel Center #174, True,500 Hugh N Clayton Drive  (MS-15),New Albany,MS,38652
MS795     ,PETRO_JACKSON 328             ,970 I 20 W FRONTAGE RD        ,JACKSON        ,MS,39202,32.2781,-90.1967,COMDATA   ,TA                                      , @Petro Fuel #328, True,1232 I-20 Frontage North,Jackson,MS,39201
MS833     ,LOVES 208                     ,I-55 & MS HWY 22 EXIT 119     ,CANTON         ,MS,39046,32.6069,-90.0689,COMDATA   ,Loves                                   , NOT FOUND, False,I-55,Canton,MS,39046
MS858     ,PILOT 077                     ,2520 SOUTH GALLATIN ST        ,JACKSON        ,MS,39204,32.2731,-90.1918,COMDATA   ,Pilot                                   , @Pilot Travel Center #77, True,2546 South Gallatin Street,Jackson,MS,39204
MS885     ,LOVES 398                     ,4601 MCCULLOUGH BLVD          ,TUPELO         ,MS,38804,34.3164,-88.7906,COMDATA   ,Loves                                   , @Love's #398, True,McCullough Boulevard  (MS-178),Tupelo,MS,38804
MT020     ,PILOT 1013 TOWN PUMP          ,561 BUSINESS HUB DR           ,BELGRADE       ,MT,59714,45.7739,-111.199,COMDATA   ,Pilot                                   , @Town Pump #1013, True,561 Business Hub Drive,Belgrade,MT,59714
MT026     ,FLYING J 1015 TOWN PUMP       ,12280 HWY 200                 ,SIDNEY         ,MT,59270,47.6825,-104.1789,COMDATA   ,Pilot                                   , NOT FOUND, False,12241 MT-16,Sidney,MT,59270
MT105     ,PILOT 1014 TOWN PUMP          ,73 HIGHWAY 16                 ,GLENDIVE       ,MT,59330,47.1166,-104.7367,COMDATA   ,Pilot                                   , @Town Pump #1014, True,71 MT-16,Glendive,MT,59330
MT152     ,TA_MISSOULA 256               ,8018 HIGHWAY 93 N             ,MISSOULA       ,MT,59808,46.9485,-114.1298,COMDATA   ,TA                                      , @TA-Missoula #256, True,8018 West Broadway Street,Missoula,MT,59808
MT160     ,PILOT 915 TOWN PUMP           ,I-90 EXIT 455                 ,BILLINGS       ,MT,59102,45.8156,-108.4175,COMDATA   ,Pilot                                   , @Town Pump #915, True,2419 North Frontage Road,Billings,MT,59101
MT163     ,PILOT 90500 TOWN PUMP         ,7985 HWY 200                  ,MILLTOWN       ,MT,59851,46.8746,-113.8879,COMDATA   ,Pilot                                   , @Town Pump #905, True,"I-90, US-12",Missoula,MT,59802
MT164     ,FLYING J 964                  ,315 W 13TH STREET             ,HARDIN         ,MT,59034,45.7428,-107.6113,COMDATA   ,Pilot                                   , @Flying J DLR - Broadway #964, True,273 13th Street West,Hardin,MT,59034
MT166     ,PILOT 90600 TOWN PUMP         ,602 8TH AVE NORTH             ,COLUMBUS       ,MT,59019,45.6449,-109.2479,COMDATA   ,Pilot                                   , @Town Pump #906, True,8th Avenue,Columbus,MT,59019
MT168     ,PILOT 90700 TOWN PUMP         ,1210 S HAYNES                 ,MILES CITY     ,MT,59301,46.3968,-105.821,COMDATA   ,Pilot                                   , @Town Pump #907, True,1262 South Haynes Avenue  (MT-59),Miles City,MT,59301
MT171     ,PILOT 90800 TOWN PUMP         ,1000 GRIZZLY TRAIL            ,ROCKER         ,MT,59701,46.0052,-112.6125,COMDATA   ,Pilot                                   , @Town Pump #908, True,Nissler Road,Butte,MT,59701
MT173     ,PILOT 90900 TOWN PUMP         ,I-15 & HWY 2                  ,SHELBY         ,MT,59474,48.5127,-111.8729,COMDATA   ,Pilot                                   , @Town Pump #909, True,Wilson Avenue,Shelby,MT,59474
MT174     ,PILOT 91000 TOWN PUMP         ,10800 HWY 287                 ,THREE FORKS    ,MT,59752,45.9173,-111.5991,COMDATA   ,Pilot                                   , @Town Pump #910, True,5 Farm Road,Three Forks,MT,59752
MT181     ,PILOT 91100 TOWN PUMP         ,335 DIAMOND MATCH RD          ,SUPERIOR       ,MT,59872,47.1893,-114.8855,COMDATA   ,Pilot                                   , NOT FOUND, False,415 Diamond Road  (MT-257),Superior,MT,59872
MT182     ,PILOT 916 TOWN PUMP           ,11882 HWY 93 S                ,LOLO           ,MT,59847,46.757,-114.081,COMDATA   ,Pilot                                   , @Town Pump #916 , True,"US-12, US-93",Lolo,MT,59847
MT220     ,FLYING J 968                  ,6505 JACK RABBIT LANE         ,BELGRADE       ,MT,59714,45.7653,-111.1867,COMDATA   ,Pilot                                   , @Flying J DLR - Broadway #968, True,Amsterdam Road  (Route 347),Belgrade,MT,59714
MT222     ,FLYING J 923 TOWN PUMP        ,2775 OLD HARDIN ROAD          ,BILLINGS       ,MT,59101,45.8126,-108.4157,COMDATA   ,Pilot                                   , @Town Pump #923, True,2775 Old Hardin Road,Billings,MT,59101
MT225     ,FLYING J 924 TOWN PUMP        ,122000 ROCKER INTERCHG & I90  ,BUTTE          ,MT,59701,46.0085,-112.61,COMDATA   ,Pilot                                   , @Town Pump #924, True,Browns Gulch Road  (MT-276),Butte,MT,59701
MT226     ,FLYING J 925 TOWN PUMP        ,3715 31ST ST SW               ,GREAT FALLS    ,MT,59404,47.47,-111.3578,COMDATA   ,Pilot                                   , @Town Pump #925 , True,38th Avenue Southwest,Great Falls,MT,59404
MT251     ,TA_LAUREL 261                 ,11360 SOUTH FRONTAGE RD       ,LAUREL         ,MT,59044,45.682,-108.7039,COMDATA   ,TA                                      , @TA-Laurel #261, True,11410 South Frontage Road,Laurel,MT,59044
MT358     ,LOVES 679                     ,I-90 AND HWY 47               ,HARDIN         ,MT,59034,45.7493,-107.611,COMDATA   ,Loves                                   , @Love's #679, True,MT-47,Hardin,MT,59034
MT460     ,PILOT 917 TOWN PUMP           ,3700 31ST ST SW               ,GREAT FALLS    ,MT,59404,47.4706,-111.3609,COMDATA   ,Pilot                                   , @Town Pump #917 , True,3928 Byrne Trail,Great Falls,MT,59404
MT598     ,FLYING J 914 TOWN PUMP        ,8745 US HWY 93 N STE B        ,MISSOULA       ,MT,59808,46.9558,-114.1331,COMDATA   ,Pilot                                   , @Town Pump #914, True,"8839 US-93, MT-200",Missoula,MT,59808
MT667     ,PILOT 922 TOWN PUMP           ,6102 HWY 2 WEST               ,COLUMBIA FALLS ,MT,59912,48.3698,-114.2392,COMDATA   ,Pilot                                   , @Town Pump #922 , True,6122 US-2,Columbia Falls,MT,59912
NC002     ,LOVES 497                     ,I-40/261 MOCKSVILLE HWY       ,STATESVILLE    ,NC,28625,35.8126,-80.8331,COMDATA   ,Loves                                   , @Love's #497, True,150 Old Mocksville Road  (NC-2206),Statesville,NC,28625
NC005     ,LOVES 741                     ,HWY 29 EXIT 150               ,REIDSVILLE     ,NC,27320,36.3274,-79.6403,COMDATA   ,Loves                                   , NOT FOUND, False,729 Holiday Loop Road  (Route 2594),Reidsville,NC,27320
NC007     ,LOVES 714                     ,I-85 EXIT 29                  ,CHARLOTTE      ,NC,28214,35.2552,-80.9802,COMDATA   ,Loves                                   , NOT FOUND, False,1331 Westpoint Drive  (Route 1626),Charlotte,NC,28214
NC011     ,PETRO_KENLY 395               ,"I 95, EXIT 106                ",KENLY          ,NC,27542,35.5911,-78.1344,COMDATA   ,TA                                      , NOT FOUND, False,I-95,Kenly,NC,27542
NC057     ,TA_CANDLER 221                ,153 WIGGINS RD                ,CANDLER        ,NC,28715,35.5419,-82.7536,COMDATA   ,TA                                      , NOT FOUND, False,"I-40, US-74",Candler,NC,28715
NC122     ,FLYING J 549                  ,125 PLAZA LANE                ,MOUNT AIRY     ,NC,27030,36.4868,-80.747,COMDATA   ,Pilot                                   , @Flying J US Dealer #549, True,145 Plaza Lane,Mount Airy,NC,27030
NC148     ,PILOT 7996                    ,2700 CHAMBER DRIVE            ,MONROE         ,NC,28110,35.051,-80.6186,COMDATA   ,Pilot                                   , @Pilot Travel Center #7996, True,4878 Independence Boulevard  (US-74),Monroe,NC,28110
NC153     ,PILOT 7976                    ,1006 CHARLOTTE HWY            ,TROUTMAN       ,NC,28166,35.6714,-80.856,COMDATA   ,Pilot                                   , @Pilot Travel Center #7976, True,"1006 Charlotte Highway  (US-21, NC-115)",Troutman,NC,28166
NC174     ,LOVES 308                     ,3308 NC HWY 226 S             ,MARION         ,NC,28752,35.6581,-81.9625,COMDATA   ,Loves                                   , NOT FOUND, False,I-40,Marion,NC,28752
NC177     ,PILOT 885                     ,873 LONGBRANCH ROAD           ,DUNN           ,NC,28334,35.27,-78.6149,COMDATA   ,Pilot                                   , @The Pantry #885, True,873 Long Branch Road  (NC-1002),Dunn,NC,28334
NC223     ,FLYING J 682                  ,1043 JIMMIE KERR RD           ,GRAHAM         ,NC,27258,36.0722,-79.3525,COMDATA   ,Pilot                                   , @Flying J #682, True,1043 Jimmy Kerr Road  (NC-1928),Haw River,NC,27258
NC225     ,FLYING J 683                  ,1800  PRINCETON-KENLY ROAD    ,KENLY          ,NC,27542,35.5741,-78.146,COMDATA   ,Pilot                                   , @Flying J #683, True,350 Cummins Drive,Kenly,NC,27542
NC250     ,TA_ MOCKSVILLE 251            ,1670 US HIGHWAY 601 #100      ,MOCKSVILLE     ,NC,27028,35.9255,-80.592,COMDATA   ,TA                                      , @TA-Mocksville #251 , True,1678 US-601,Mocksville,NC,27028
NC307     ,LOVES 507                     ,"I-85, EXIT 71                 ",SALISBURY      ,NC,28146,35.6088,-80.5158,COMDATA   ,Loves                                   , NOT FOUND, False,Lane Parkway  (Route 2760),Salisbury,NC,28146
NC314     ,TA_GREENSBORO 002             ,"1101 HWY 61, I-85 EXIT 138    ",WHITSETT       ,NC,27377,36.0625,-79.5403,COMDATA   ,TA                                      , NOT FOUND, False,"I-40, I-85",Burlington,NC,27215
NC320     ,PILOT 900                     ,65 SADLER ROAD                ,DUNN           ,NC,28334,35.3184,-78.5758,COMDATA   ,Pilot                                   , @Pilot Dealer #900, True,9 Sadler Road,Dunn,NC,28334
NC350     ,PILOT 275                     ,3807 STATESVILLE AVE          ,CHARLOTTE      ,NC,28206,35.2705,-80.8385,COMDATA   ,Pilot                                   , @Pilot Travel Center #275, True,3910 Beasley Lane  (Route 2178),Charlotte,NC,28206
NC353     ,PILOT 7971                    ,1343 ROCK BARN RD             ,CONOVER        ,NC,28613,35.7207,-81.189,COMDATA   ,Pilot                                   , @Pilot Travel Center #7971, True,1313 Rock Barn Road Northeast,Conover,NC,28613
NC354     ,PILOT 7937                    ,907 KNOX RD                   ,MCLEANSVILLE   ,NC,27301,36.0612,-79.6617,COMDATA   ,Pilot                                   , @Pilot Travel Center #7937, True,907 Knox Road,Mc Leansville,NC,27301
NC359     ,PILOT 6955                    ,1044 JIMMY KERR RD            ,HAW RIVER      ,NC,27258,36.071,-79.3516,COMDATA   ,Pilot                                   , @Pilot Travel Center #6955, True,950 Jimmy Kerr Road  (NC-1928),Haw River,NC,27258
NC365     ,PILOT 1063                    ,3365 SUGAR HILL RD            ,MARION         ,NC,28752,35.6428,-82.0399,COMDATA   ,Pilot                                   , @Pilot Travel Center #1063, True,3367 Sugar Hill Road  (NC-1000),Marion,NC,28752
NC379     ,PILOT 7983                    ,985 PEELER RD                 ,SALISBURY      ,NC,28147,35.6121,-80.5205,COMDATA   ,Pilot                                   , @Pilot Travel Center #7983, True,176 Furniture Drive  (Route 2758),Salisbury,NC,28147
NC381     ,PILOT 6990                    ,1000 TRUCKSTOP RD             ,KENLY          ,NC,27542,35.5836,-78.1478,COMDATA   ,Pilot                                   , @Pilot Travel Center #6990, True,96 Truck Stop Road  (NC-2399),Kenly,NC,27542
NC382     ,PILOT 6996                    ,2574 W NC HIGHWAY 24          ,WARSAW         ,NC,28398,34.9942,-78.13,COMDATA   ,Pilot                                   , @Pilot Travel Center #6996, True,West College Street  (NC-24 Business),Warsaw,NC,28398
NC387     ,PILOT 6978                    ,801 NC HWY 211 E              ,CANDOR         ,NC,27229,35.2985,-79.7273,COMDATA   ,Pilot                                   , NOT FOUND, False,"I-73, I-74, US-220",Candor,NC,27229
NC430     ,LOVES 697                     ,US HWY 321 & HWY 10           ,NEWTON         ,NC,28658,35.6363,-81.3007,COMDATA   ,Loves                                   , NOT FOUND, False,3170 NC-10,Newton,NC,28658
NC432     ,LOVES 667                     ,I-85 & EXIT 152               ,MEBANE         ,NC,27302,36.0676,-79.3142,COMDATA   ,Loves                                   , @Love's #667, True,"I-40, I-85",Mebane,NC,27302
NC443     ,LOVES 412                     ,3948 HODGES CHAPEL ROAD ROUTE ,DUNN           ,NC,28334,35.3575,-78.5517,COMDATA   ,Loves                                   , NOT FOUND, False,I-95,Benson,NC,27504
NC552     ,PILOT 393                     ,HWY 209 I-40 EXIT 24          ,WAYNESVILLE    ,NC,28786,35.5727,-82.9559,COMDATA   ,Pilot                                   , @Pilot Travel Center #393, True,Crabtree Road  (NC-209),Waynesville,NC,28785
NC712     ,PETRO_MEBANE 329              ,I-40/85 EXIT 157              ,MEBANE         ,NC,27302,36.0769,-79.2239,COMDATA   ,TA                                      , NOT FOUND, False,Buckhorn Road  (NC-1114),Mebane,NC,27302
NC759     ,PILOT 056                     ,2825 LANE ST                  ,KANNAPOLIS     ,NC,28081,35.4985,-80.561,COMDATA   ,Pilot                                   , @Pilot Travel Center #56, True,2825 Lane Street,Kannapolis,NC,28083
NC760     ,PILOT 057                     ,1342 TROLLINGWOOD RD          ,MEBANE         ,NC,27302,36.0661,-79.3092,COMDATA   ,Pilot                                   , @Pilot Travel Center #57, True,1342 Trollingwood Hawfields Road  (NC-1981),Mebane,NC,27302
NC761     ,PILOT 058                     ,2032 NC 48 HWY                ,PLEASANT HILL  ,NC,27866,36.5233,-77.5873,COMDATA   ,Pilot                                   , @Pilot Travel Center #58, True,2030 NC-48,Pleasant Hill,NC,27866
ND082     ,PETRO_FARGO 361               ,4510 19TH AVE. S.W.           ,FARGO          ,ND,58103,46.8508,-96.8622,COMDATA   ,TA                                      , NOT FOUND, False,1917 45th Street South,Fargo,ND,58103
ND126     ,TA_EXPRESS ALEXANDER 259      ,14256 HIGHWAY 85 N            ,ALEXANDER      ,ND,58831,47.8046,-103.6455,COMDATA   ,TA                                      , @TA-Wild Bison Travel Center #259, True,ND-68,Alexander,ND,58831
ND209     ,FLYING J 511                  ,3825 BUSINESS LOOP I94        ,MANDAN         ,ND,58554,46.8608,-101.0101,COMDATA   ,Pilot                                   , @Flying J US Dealer #511, True,I-94 Business,Mandan,ND,58554
ND222     ,FLYING J 684                  ,I-94 & HWY 16                 ,BEACH          ,ND,58621,46.9293,-104.0089,COMDATA   ,Pilot                                   , @Flying J #684, True,1st Avenue Northwest  (ND-16),Beach,ND,58621
ND223     ,FLYING J 685                  ,"3150 39TH ST SW, SUITE A      ",FARGO          ,ND,58104,46.8336,-96.8441,COMDATA   ,Pilot                                   , @Flying J #685, True,3951 32nd Avenue South,Fargo,ND,58104
ND285     ,FLYING J 489                  ,4401 S. 32ND AVE.             ,GRAND FORKS    ,ND,58201,47.888,-97.0934,COMDATA   ,Pilot                                   , @Flying J #489, True,4759 32nd Avenue South,Grand Forks,ND,58201
ND581     ,LOVES 353                     ,I-29/32ND AVE SOUTH           ,FARGO          ,ND,58104,46.8315,-96.8441,COMDATA   ,Loves                                   , @Love's #353, True,3930 32nd Avenue South,Fargo,ND,58104
ND587     ,FLYING J 550                  ,3800 HIGHWAY 2 AND 52 W       ,MINOT          ,ND,58701,48.2239,-101.3502,COMDATA   ,Pilot                                   , @Flying J #550, True,Access Road,Minot,ND,58701
ND590     ,PILOT 589                     ,13553 HWY 2                   ,WILLISTON      ,ND,58801,48.3441,-103.6162,COMDATA   ,Pilot                                   , @Pilot Travel Center #589, True,64th Street Northwest,Williston,ND,58801
ND777     ,LOVES 474                     ,104 104TH STREET EAST         ,WILLISTON      ,ND,58801,48.2447,-103.6184,COMDATA   ,Loves                                   , NOT FOUND, False,57th Street Northwest  (US-85 Business),Williston,ND,58801
NE016     ,LOVES 309                     ,1539 MADISON AVE              ,AURORA         ,NE,68818,40.8647,-98.0072,COMDATA   ,Loves                                   , NOT FOUND, False,822 8th Street,Aurora,NE,68818
NE040     ,TA_GRAND ISLAND 193           ,8033 W HOLLING RD             ,ALDA           ,NE,68810,40.7998,-98.496,COMDATA   ,TA                                      , @TA-Grand Island #193, True,Route 15,Wood River,NE,68883
NE065     ,SHOEMAKERS TRAVEL CENTER      ,151 S.W 48TH ST               ,LINCOLN        ,NE,68522,40.8189,-96.7822,COMDATA   ,GAP STOPS                               , NOT FOUND, False,I-80,Lincoln,NE,68528
NE080     ,TA_OGALLALA 090               ,103 PROSPECTOR DRIVE          ,OGALLALA       ,NE,69153,41.1147,-101.7144,COMDATA   ,TA                                      , NOT FOUND, False,I-80,Ogallala,NE,69153
NE099     ,LOVES 631                     ,HWY 275 @ E MEIGS ST          ,VALLEY         ,NE,68064,41.3125,-96.3244,COMDATA   ,Loves                                   , @Love's #631, True,26120 East Meigs Street,Valley,NE,68064
NE115     ,PILOT 901                     ,5085 BUFFALO CREEK RD.        ,ELM CREEK      ,NE,68836,40.6921,-99.3815,COMDATA   ,Pilot                                   , @Pilot Travel Center #901, True,5085 Buffalo Creek Road,Elm Creek,NE,68836
NE121     ,PILOT 90200 BOSSELMAN         ,3335 W. WOOD RIVER RD.        ,GRAND ISLAND   ,NE,68803,40.8307,-98.3814,COMDATA   ,Pilot                                   , @Bosselman #902, True,3396 West Camp Augustine Road,Grand Island,NE,68803
NE126     ,PILOT 912                     ,11775 SOUTH HWY 11            ,WOOD RIVER     ,NE,68883,40.7603,-98.5865,COMDATA   ,Pilot                                   , @Pilot Travel Center #912, True,11775 South Nebraska Hwy 11,Wood River,NE,68883
NE129     ,FLYING J 904                  ,I-80 BIG SPRINGS RD.          ,BIG SPRINGS    ,NE,69122,41.0522,-102.0706,COMDATA   ,Pilot                                   , @Flying J #904, True,Circle Road,Big Springs,NE,69122
NE163     ,PETRO_YORK 362                ,4700 S LINCOLN                ,YORK           ,NE,68467,40.8247,-97.5981,COMDATA   ,TA                                      , NOT FOUND, False,Lincoln Avenue West,York,NE,68467
NE223     ,FLYING J 686                  ,15010 SOUTH STATE HWY 31      ,GRETNA         ,NE,68028,41.0911,-96.2545,COMDATA   ,Pilot                                   , @Flying J #686, True,15136 South 216th Street  (NE-31),Gretna,NE,68028
NE224     ,FLYING J 687                  ,3400 SO. NEWBERRY RD.         ,NORTH PLATTE   ,NE,69101,41.1009,-100.7266,COMDATA   ,Pilot                                   , @Flying J #687, True,Newberry Road,North Platte,NE,69101
NE345     ,LOVES 676                     ,HWY 2 AND HWY 50              ,SYRACUSE       ,NE,68446,40.6743,-96.178,COMDATA   ,Loves                                   , @Love's #676, True,225 North 30th Road  (NE-50),Syracuse,NE,68446
NE442     ,LOVES 680                     ,HWY 81 AND MONROE AVE         ,NORFOLK        ,NE,68701,42.0118,-97.4283,COMDATA   ,Loves                                   , @Love's #680, True,Monroe Avenue,Norfolk,NE,68701
NE543     ,LOVES 625                     ,I-80 EXIT 59 @UPLAND PKWY     ,SIDNEY         ,NE,69162,41.1098,-102.9497,COMDATA   ,Loves                                   , @Love's #625, True,Road 115,Sidney,NE,69162
NE864     ,LOVES 390                     ,"I-80, EXIT 179, SEC           ",NORTH PLATTE   ,NE,69101,41.1029,-100.7234,COMDATA   ,Loves                                   , @Love's #390, True,3211 Newberry Road,North Platte,NE,69101
NH065     ,TA_GREENLAND 211              ,108 OCEAN RD                  ,GREENLAND      ,NH,3840,43.0578,-70.8039,COMDATA   ,TA                                      , NOT FOUND, False,1628 Greenland Road  (NH-33),Portsmouth,NH,3801
NH224     ,PILOT 896                     ,726 SR 3A                     ,BOW            ,NH,3304,43.1217,-71.4807,COMDATA   ,Pilot                                   , @Pilot Dealer #896, True,744 NH-3 A,BOW,NH,3304
NJ010     ,TA_BLOOMSBURY 048             ,975 ST. RT. 173               ,BLOOMSBURY     ,NJ,8804,40.6597,-75.0714,COMDATA   ,TA                                      , @Pilot Travel Center #280, True,NJ-173,Bloomsbury,NJ,8804
NJ015     ,TA_COLUMBIA 006               ,I-80 AND RT.94 EXIT 4         ,COLUMBIA       ,NJ,7832,40.9275,-75.0886,COMDATA   ,TA                                      , NOT FOUND, False,I-80,Columbia,NJ,7832
NJ050     ,TA_PAULSBORO 218              ,"I-295S & BERKLEY RD, EXIT 18 S",PAULSBORO      ,NJ,8066,39.8225,-75.2342,COMDATA   ,TA                                      , NOT FOUND, False,"I-295, US-130",Paulsboro,NJ,8066
NJ115     ,PETRO_BORDENTOWN 314          ,I-295 EXIT 56/EXIT 7 @ NJ TRNP,BORDENTOWN     ,NJ,8505,40.1244,-74.7144,COMDATA   ,TA                                      , @Petro Fuel #314, True,Rising Sun Road,Bordentown,NJ,8505
NJ184     ,PILOT 280                     ,979 SR 173                    ,BLOOMSBURY     ,NJ,8804,40.6596,-75.0728,COMDATA   ,Pilot                                   , @Pilot Travel Center #280, True,979 NJ-173,Bloomsbury,NJ,8804
NJ188     ,PILOT 190                     ,68 RT 173 WEST                ,CLINTON        ,NJ,8827,40.6369,-74.9684,COMDATA   ,Pilot                                   , @Pilot Travel Center #190, True,2 Charlestown Road  (Route 635),Hampton,NJ,8827
NJ196     ,PILOT 253                     ,I-295 EXIT 2-B NJ TNPKE EXIT 1,CARNEYS POINT  ,NJ,8069,39.6815,-75.4795,COMDATA   ,Pilot                                   , @Pilot Travel Center #253, True,606 South Pennsville Auburn Road,Penns Grove,NJ,8069
NJ222     ,FLYING J 688                  ,326 SLAPES CORNER/I295 EX 2C  ,CARNEYS PT     ,NJ,8069,39.6846,-75.4857,COMDATA   ,Pilot                                   , @Flying J #688, True,308 Hawks Bridge Road  (NJ-140),Penns Grove,NJ,8069
NJ252     ,FLYING J 891                  ,1470 ROUTE 46                 ,LEDGEWOOD      ,NJ,7852,40.8921,-74.6858,COMDATA   ,Pilot                                   , @Pilot Dealer #891, True,1470 US-46,Netcong,NJ,7857
NJ448     ,LOVES 404                     ,2008 STATE HIGHWAY 206 SOUTH  ,BORDENTOWN     ,NJ,8505,40.13,-74.7053,COMDATA   ,Loves                                   , NOT FOUND, False,1060 US-206,Bordentown,NJ,8505
NJ840     ,PILOT 1098 EXPRESS            ,400 DOREMUS AVE               ,NEWARK         ,NJ,7105,40.7195,-74.1254,COMDATA   ,Pilot                                   , @Pilot Express #1098, True,392 Doremus Avenue,Newark,NJ,7105
NJ861     ,PILOT 880                     ,15 RT 23                      ,MONTAGUE       ,NJ,7827,41.3494,-74.6872,COMDATA   ,Pilot                                   , @Pilot Dealer #880, True,17 NJ-23,Montague,NJ,7827
NJ888     ,PILOT 210                     ,230 RT 17 SOUTH               ,MAHWAH         ,NJ,7430,41.0917,-74.1554,COMDATA   ,Pilot                                   , @Pilot Travel Center #210, True,228 NJ-17,Mahwah,NJ,7430
NM003     ,PILOT 305                     ,"I-40 EAST, EXIT 39            ",JAMESTOWN      ,NM,87347,35.4816,-108.4327,COMDATA   ,Pilot                                   , @Flying J #305, True,1 Giant Crossing,Continental Divide,NM,87312
NM005     ,TA_ ALBUQUERQUE 081           ,2501 UNIVERSITY BLVD.         ,ALBUQUERQUE    ,NM,87107,35.1108,-106.6264,COMDATA   ,TA                                      , @TA-Albuquerque #81, True,Pan American Freeway Northeast  (I-25 Service North),Albuquerque,NM,87107
NM011     ,TA_MORIARTY 229               ,1700 US RT 66 WEST            ,MORIARTY       ,NM,87035,35.015,-106.0678,COMDATA   ,TA                                      , NOT FOUND, False,1808 Abrahames Road West  (I-40 Service West),Moriarty,NM,87035
NM013     ,LOVES 733                     ,I-25 & N GRAND AVE. EXIT 347  ,LAS VEGAS      ,NM,87701,35.6201,-105.2083,COMDATA   ,Loves                                   , @Love's #733, True,2439 North Grand Avenue  (I-25 Business),Las Vegas,NM,87701
NM016     ,PILOT 1165                    ,410 E KANSAS AVE              ,JAL            ,NM,88252,32.1205,-103.1884,COMDATA   ,Pilot                                   , NOT FOUND, False,522 East Kansas Avenue  (NM-128),Jal,NM,88252
